                  epoch,      train/box_om_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),        val/box_om_loss,           val/cls_loss,           val/dfl_loss,       metrics/mAP50(B),    metrics/mAP50-95(B)
13,2.947935433187959,2.5667579517906067,2.7487126363447363,0.08059868073345527,0.057668039192358245,3.240196084807151,2.779047561792195,2.961601825021104,0.04688654960321034,0.03189109685001691
14,2.908172844790006,2.5368729678503033,2.762354978704597,0.07415173347410016,0.05296686272382546,3.220373271891096,2.7216407392917574,2.9451589774590032,0.04982728996379053,0.03429241128437916
15,2.8837281928898815,2.480957250224425,2.688340666943843,0.07798550114151555,0.06195544550806174,3.173976528124168,2.6730344658329854,2.884464302331422,0.050106380687399865,0.032470442358247635
16,2.8357782159618594,2.454828641990441,2.6494259370130195,0.0816382456526098,0.05365180582364688,3.1534509304249023,2.615507784074006,2.8475416840367753,0.05143162217745692,0.035853206277062316
17,2.815173410643831,2.404498236724137,2.620692468722451,0.0815871667573793,0.05974462577888862,3.0959024728596205,2.5990186695753343,2.7955444600357744,0.05228632477875244,0.036781857865342625
18,2.756997945048679,2.3791535131961368,2.5796698005212044,0.08052509945924419,0.05553166304188716,3.0275009700210744,2.5692877084627384,2.7321833012995675,0.053422678315750975,0.03598507505056696
19,2.710250876516428,2.3380538572163845,2.5390789778983662,0.08587944985781351,0.07182171206674298,3.0278188922848885,2.5209130246269114,2.728570015597455,0.05281274475190276,0.03739383913532614
20,2.714884925369949,2.3077426090815,2.487736814889688,0.09247827129330059,0.05657484676847934,2.9761750924411428,2.4976250772149835,2.7290894251603195,0.056315089535004643,0.03992954592194436
21,2.6516152425925847,2.282054006593951,2.4711362945131805,0.08422881894661932,0.06550860046992306,2.9251397795675267,2.465217047400522,2.666770951418353,0.057587572250397165,0.03818715771648106
22,2.6187429073469315,2.2282404259935342,2.45735222770645,0.09232848145643172,0.06860530774256789,2.872244908819798,2.425749020532203,2.617441078580597,0.05736079452460292,0.038364115340006576
23,2.559702909027111,2.239825674478056,2.4149382992738686,0.09051699926632749,0.06901309745135296,2.8211582431276154,2.385006959869192,2.577130769382189,0.05874124295629202,0.041647592479407095
24,2.5368584064461683,2.1618058681772947,2.3848579375065087,0.1023993093979561,0.06755657908436846,2.790537059483672,2.3634899581864186,2.545361135706227,0.058470819516502105,0.04288439646555633
25,2.5112338554870677,2.1276609353694265,2.3200536554548634,0.09126787826152229,0.06940455102468807,2.773673434997116,2.3343510003448724,2.517776803369048,0.0617564038649366,0.041694546885025836
26,2.4574369875434967,2.1327358179067284,2.2801889507006505,0.09860295428084538,0.07187555566278464,2.7474739880943035,2.278677036842886,2.4569896989751987,0.06307778761285475,0.043484706855505116
27,2.44604555546486,2.0972337649504094,2.2609976510638257,0.10585212667057955,0.07255702316264799,2.7048471836002896,2.2840484405615142,2.457124910609708,0.06373082451151285,0.044610653123553
28,2.3976754925249972,2.0652112360203394,2.232103129503499,0.11441766998137148,0.07978013827894712,2.6374790571289024,2.2297884338349045,2.4174157926053983,0.06622870501595202,0.043336358383981914
29,2.3691420797344156,2.036252982872614,2.216585515884547,0.10894147097158184,0.08771572411274818,2.591740488792728,2.2004553874516555,2.384290271866934,0.0661060087665693,0.044417126517881454
30,2.3318725118969863,1.9981021456026697,2.1442050096921776,0.10923128206078482,0.07561215389367214,2.5749706026978854,2.1802151954867486,2.3474752471625733,0.06836517269885713,0.04697101424479196
31,2.3366020597915327,1.956756835573624,2.162460023876814,0.12420768490679102,0.07332171705460631,2.511242973448947,2.1430150110538575,2.3091121368893086,0.0681664784388619,0.048277173284108965
32,2.277065444061033,1.943746483000995,2.107568540051411,0.11041467066376505,0.08153553156607263,2.5081092839978836,2.124235708038794,2.2873608209716045,0.07057361102067493,0.048021566160005295
33,2.230373729283219,1.9053020433926808,2.074446215092249,0.10957240922340174,0.0967172610294181,2.467110297537223,2.0851562936194874,2.255116605223678,0.07185962300292675,0.04746010018627959
34,2.22806191383196,1.903385068632877,2.037059440762109,0.12573768336649857,0.08167814477298356,2.4289572932614902,2.0430544457714053,2.2104131294862968,0.0737222421903192,0.05122310448598044
35,2.167399811714586,1.8602925474335996,1.999282587232155,0.1240585762524041,0.09580639924378453,2.379202464186163,2.029527990188233,2.1771084398706972,0.07461685616686536,0.04961629819989641
36,2.159330189425956,1.8242901231113866,2.008782467041508,0.12455454868663332,0.09795056975936363,2.3785447279276384,1.9792790151722697,2.1577250799298144,0.07637119948051144,0.0507386517862926
37,2.097774796537364,1.8064528297213203,1.970321502378664,0.1363555268882188,0.08878278069118396,2.3311015090877154,1.9708501284574858,2.150405150667988,0.07887219588826426,0.05235814095255881
38,2.0786994510649683,1.7924884333877735,1.923108938189926,0.13724745447889924,0.09642214581793197,2.2903193244313944,1.941959901826375,2.080035635663636,0.07918039519442946,0.05452766889234743
39,2.073499404173288,1.7532723066387852,1.8967111487020938,0.13648491502921908,0.10378401399957467,2.2340762854643317,1.91301557742396,2.0485336066489648,0.07960947216411504,0.05480108062117704
40,2.0540117796042257,1.7252346273577612,1.885214586608424,0.13624323801035254,0.09584991659590048,2.2465471930383125,1.888323294426192,2.045406193522842,0.0845927455080373,0.05535165635126138
41,2.018349981727897,1.7174623334936698,1.8898285642950103,0.150409501586707,0.09887032558847411,2.2438425556016606,1.8365655057332049,2.0165427730378878,0.08588029196133967,0.056406054931027245
42,1.987338247896687,1.6941133491825775,1.8358620411037747,0.15276405063779055,0.0991620572912926,2.2129674514881517,1.8315250377581143,1.9916730970980667,0.08489115458014211,0.05700874526570442
43,1.9582913506979593,1.6598527702347567,1.7925852677017897,0.15254670311955237,0.0992188800503034,2.1524647034828606,1.816525085515678,1.966467204100426,0.08858694418401122,0.05856252213968244
44,1.914799133631847,1.6377892684671633,1.7872297573081093,0.16586930542471048,0.10330883971328739,2.1220353729088712,1.7933137491493594,1.9336289296678364,0.0891376541162952,0.05653086136422773
45,1.9007753056453267,1.6261070967352056,1.763008804676829,0.15494348487922194,0.1027388350318483,2.110314548434677,1.7516845311091547,1.9339209203502785,0.09167741246830322,0.05983693819936113
46,1.8796792835905198,1.579043991888092,1.7032237614386108,0.15638852696716352,0.11137337913305415,2.060980789675366,1.762662678695705,1.862575305477769,0.09351167647289065,0.06146527535455743
47,1.8778745458422186,1.5581535417771692,1.719827182423109,0.16434347178632439,0.10973899608839083,2.0536087514883143,1.7076489826976586,1.8495902570772311,0.09481712528278351,0.061180828196131035
48,1.8430069595186358,1.547344436209434,1.6945228743985346,0.17142666785698754,0.11718551222604555,2.034142578586046,1.7125287503595659,1.8363038637728732,0.09613272041918072,0.06384373239131953
49,1.7876414683400403,1.534124479560993,1.686149724225777,0.17678766886947594,0.11070697538130994,2.015061731904103,1.682114544181651,1.7894392385031688,0.09812208422541195,0.06439637856240037
50,1.795575526763572,1.5215385973037892,1.681528966945415,0.17834596260638677,0.12265319156921689,1.9695914186275745,1.6441012158735777,1.788076451156169,0.09982406760469649,0.06751783510094093
51,1.7619515480296808,1.518892152710678,1.6491432712893965,0.18535834501124154,0.1277215371325191,1.942897155567889,1.6588744592353228,1.7926498347218458,0.10186786999670738,0.06851515151933278
52,1.734967400423193,1.4898459709723395,1.6070178231677235,0.18145095102987613,0.11618336351267024,1.9080566069790383,1.5931466010496986,1.7454345277522219,0.10462404256554717,0.06767455397602223
53,1.732063476387747,1.4551282125987908,1.5736099226705629,0.19910255061530927,0.13066378606379334,1.8845059078747048,1.603995123905838,1.726348845640914,0.10599937672461776,0.06920639610635652
54,1.7164879040073566,1.4381098041551372,1.6083093762705452,0.19571233641222255,0.13761686773410153,1.8695966257135739,1.584717713992442,1.6821204396923286,0.10945377638316783,0.07051899663046025
55,1.6934880956902545,1.4045410916960055,1.5504372395447594,0.2060129474643079,0.12815912179325537,1.8549842728092085,1.5394896598983923,1.6702734727829194,0.11234850722696914,0.07139601905066952
56,1.6457820439311748,1.4007963213921892,1.5299311019844888,0.2065071469955056,0.14534298362163195,1.8400462924335925,1.5506091421067596,1.6527423610746552,0.11240396356862084,0.07331664774329498
57,1.6329330894166358,1.3785449860888013,1.5098611940568538,0.21150761620097097,0.14189218711391896,1.7915458978305492,1.5064723726445195,1.6328055486030606,0.11537965785010466,0.07365667870943485
58,1.6220849725566806,1.369817296854995,1.4940175411792933,0.21656583215242609,0.1391333415319665,1.8036109765967978,1.4953766742069734,1.6363406780106837,0.11782990914815737,0.07459725889989217
59,1.6116320396334998,1.3349655407325465,1.4700210276273888,0.22051097273531856,0.1452853423357831,1.7551506520916507,1.4760912613878163,1.6053642286375414,0.12002617556394554,0.07768325359542114
60,1.5700265981809363,1.3378526329936562,1.4450333934111235,0.22610317293193355,0.1513062033281329,1.7372575346848216,1.451623692392269,1.5605423423945601,0.12188829140570014,0.07904267142929801
61,1.5549716876379234,1.3360280844469339,1.4271939024012819,0.23421348525434432,0.1518896621418464,1.7050880757526519,1.4475589106172846,1.5614541439643606,0.12484762014560434,0.07898153078462074
62,1.522025514709404,1.2946615696777044,1.4169654565587855,0.23328879740636568,0.1572432326313371,1.6590026109766023,1.4293590864203087,1.546093865546946,0.1269144418241287,0.08207418283512294
63,1.501857697794487,1.2858513733427188,1.3916618757664596,0.24064918723439843,0.15303069253473867,1.6880428028344592,1.3735852677348934,1.536903032733516,0.12755664313071524,0.0819606744884139
64,1.5134800053052324,1.2739827630988212,1.3717686738560795,0.24151210791999567,0.1616102748436617,1.6655909124853299,1.4020264642394094,1.5250002282678452,0.13206062450514758,0.0842794506782295
65,1.5034329607701378,1.2416848832205907,1.3669927287356052,0.25407569483375086,0.15686909484892392,1.6304090745168245,1.3404588954996917,1.4678629474641574,0.13451115323658616,0.08630143200846122
66,1.4641073160101497,1.2354004215817789,1.3447885928329257,0.24846416735685067,0.16660047516872192,1.6160536537016514,1.3641014441593635,1.4530246051656994,0.1353283698923026,0.08692320451087424
67,1.462634461051509,1.2168226701469642,1.3546675206879233,0.2658774720500079,0.1659006724614117,1.603531318434608,1.3490082029115966,1.4287177996994094,0.13863294284336553,0.08890836684659517
68,1.4356910092962774,1.202948301783725,1.2761102674871325,0.26175309509217126,0.17005072833879645,1.5534157625285676,1.2995103181597998,1.4267561710339582,0.14181738091353815,0.08945523404121553
69,1.4035608656938938,1.1749878075035172,1.3162829109159968,0.25993438134294355,0.18326143752932503,1.550292902666492,1.2937480938178412,1.4202330376296657,0.14349961161677266,0.09131460850475569
70,1.4019112506093387,1.1722966795747576,1.3029009496312576,0.27291512153428477,0.18593437429457546,1.5518252538954191,1.2676241017165042,1.4113003342755492,0.14739271802153,0.09286614090912657
71,1.4030903288106795,1.1649872821431602,1.2376676905579618,0.2741062989143122,0.18696442450921447,1.5030822933705594,1.2655447285897532,1.3788805149590522,0.15133046766840164,0.09390799651092395
72,1.3632840875323975,1.1651109474710915,1.248442321825401,0.2870009240716078,0.18194190509054872,1.5085831106752068,1.24896212147382,1.3590237652702242,0.15086358937281188,0.09608215489733533
73,1.3713605651474494,1.1437936089127374,1.2330761154259124,0.2848684357964284,0.1893497193759747,1.466406956082473,1.2503426363998893,1.3501672801939704,0.15298770467224032,0.09633656985311594
74,1.2929274750657611,1.147993432036392,1.2028469979796457,0.2912806306867968,0.20056879916450218,1.4766160687036514,1.2436143045922072,1.319696508102657,0.1574279877368256,0.09904231814904865
75,1.3291438875182366,1.0907032177652114,1.197847140266707,0.28948835666395134,0.198826364435438,1.452232166776203,1.2304496477424194,1.3481584307780299,0.16063743313498047,0.10091901890111842
76,1.3029674311274395,1.1020388190166936,1.1786492296028876,0.30214187541504595,0.21337144549565554,1.4119655345937716,1.1868753468862006,1.277546809697096,0.16251300578813552,0.10264038410753341
77,1.2822734573862193,1.0786638767738816,1.207620213816861,0.2977924432585799,0.20744054651438346,1.4373632736766155,1.178197829059339,1.2895296763266433,0.16706143514692634,0.10437008494494801
78,1.273478149356873,1.0959360644935003,1.1816305549992496,0.3075400366562637,0.21017506080911952,1.3928424019670733,1.1423438062187234,1.302455830997285,0.1671701544061425,0.1062872815418136
79,1.2278736301458588,1.038351794101436,1.17315504254823,0.32484674659596224,0.2114513095998961,1.3759415489219882,1.1419936651258749,1.2577891615332721,0.17213851197724592,0.10858848461340619
80,1.2402157636527629,1.0254761590913233,1.1516164953078287,0.3305942859796094,0.21748737565517454,1.3755985213635078,1.1552641888436421,1.240660256445303,0.17381275810738486,0.11076617390705569
81,1.234925522639529,1.0168818401268358,1.1107850053694162,0.3344466982175324,0.219920250528903,1.374570472502051,1.1519545242908982,1.2242071527246965,0.17914714037883278,0.11104719707749368
82,1.2380256779559544,0.9820166730095808,1.1069983840853332,0.33317014114639487,0.22812563086587423,1.3271065588081088,1.096350955001331,1.2131513920583956,0.1824654450156283,0.1123218267430354
83,1.194598279493441,0.9941894658463911,1.1095646803879928,0.34348148717291466,0.23331001873257826,1.3285199367122227,1.0933370980822805,1.2229650598876938,0.1827873493129703,0.11433386890142523
84,1.176982880569743,0.9790845091131928,1.0714589746914405,0.34944434274530545,0.22857624696247733,1.3195216213005811,1.0893948054704357,1.1559323559431984,0.18612129879683206,0.116762469408389
85,1.1685410831803078,0.9813149157769595,1.0882582003595318,0.34943796895651785,0.2298672825122452,1.3092203453337175,1.08176564128924,1.1990689443535207,0.1906829113631712,0.11879442826129562
86,1.1769712040992988,0.9729614904287041,1.061932780590535,0.36853714285906086,0.23139650077617546,1.2874405618192168,1.0533936087640823,1.1418808150470157,0.1926241002198491,0.1202959857562591
87,1.1555561885450478,0.9849393692508717,1.048088552168149,0.37121800392208315,0.2472076166083451,1.265490590742042,1.060071779948354,1.1466251369616363,0.19618896752173098,0.12171248075845457
88,1.1302717801593758,0.9601972678866868,1.052743946287941,0.3715558221116259,0.24327619929154584,1.245012284582639,1.034971956558825,1.1317795169114013,0.19951793410902033,0.12451809529614681
89,1.133715521381576,0.92661089131433,1.0373044276893615,0.37864062981040464,0.24218834350946938,1.2453727159322785,1.0304236939538967,1.1348448089314365,0.20086581484683888,0.12714427545012516
90,1.115472675715196,0.911288228345378,1.0139759879580033,0.38540745122523945,0.2590889613698939,1.2148734753397203,1.0275847441653447,1.0900446471967193,0.20609910164079553,0.12956952685689063
91,1.1167445324343985,0.921816787951952,1.0257163760283434,0.3800276279038261,0.2738369260421739,1.1742272432217742,1.0084227630250437,1.1091474475676344,0.20878488294192532,0.13045173133392218
92,1.080077470467647,0.8844787354110215,0.9812293002820708,0.3948802399186756,0.26559906788706744,1.211901188957779,0.9908994618381707,1.1209729112251101,0.2123770669972261,0.13265380509770344
93,1.0742785840466114,0.9217662082026957,0.995982955584393,0.3985927060160507,0.2741100155818818,1.2064269310098936,0.9850997744213416,1.0587459061766857,0.21774297329112408,0.1342207180989735
94,1.0620858125512724,0.9021631073030423,0.9851159890397646,0.4028853089165532,0.2746444708677508,1.145145395332151,0.9748940257821588,1.0708130273624108,0.21850519941086854,0.1372195192147588
95,1.034974180033728,0.8677734064421754,0.9612257761500179,0.41238056896262837,0.27808720629311756,1.1533678409590336,0.9603188072914959,1.0469971715887605,0.22407010770229738,0.13852895367222345
96,1.0505106617388658,0.8396132324486718,0.9605815493175979,0.42866663967214214,0.28755084862144126,1.1659251268963717,0.9518076130439597,1.0524571656757926,0.22650556098308125,0.14209975917014225
97,1.039306107718622,0.8762745794189143,0.9269116825753987,0.4287716293601432,0.2859042682741815,1.1758205493037168,0.969658093778749,1.03567749529716,0.23006438059921414,0.14191277177670092
98,1.0249649029238312,0.8450590782611308,0.9496930937951606,0.42859540055825257,0.29311799238450786,1.133783375540031,0.9442464802261757,1.0152658974385298,0.23472567147273382,0.14553369547069428
99,1.011040900585786,0.8563069888177135,0.9233761938156175,0.44019037201825617,0.29783894754379414,1.1112546360542026,0.921717521091825,1.0218777918594792,0.23789757434971226,0.14841171062028943
100,0.9831713679494416,0.8049352730632575,0.9087859632048999,0.4501903023183196,0.2973622667496585,1.108321163314894,0.9270811245803465,1.031467150726999,0.24178092315229693,0.15053420753566238
101,0.9881023640436121,0.8111199130551492,0.9229964295298274,0.45367030364795613,0.31015679226574144,1.1207613192865427,0.9022539987959339,0.991548487009183,0.24586132078084927,0.15530555723983833
102,0.9794465592208493,0.8115925228434298,0.8874854168000625,0.455184099069695,0.3088359869299597,1.0797028714977033,0.9156474417220035,0.9953836461009736,0.24827414419283284,0.1552467329276247
103,0.9628907401277539,0.8037639956767895,0.8678651735227447,0.4574729598869095,0.3104653273298261,1.0668362283631443,0.8945367258511695,0.9555258047980107,0.25173445091906155,0.15619941295301581
104,0.9630029407461195,0.7879934660462823,0.8567338996669316,0.47000105163656336,0.3214776276957459,1.061189407315358,0.8784738051097267,0.9510756807688395,0.2550310956249646,0.15943651828596933
105,0.9621373818936426,0.7959097906464588,0.88041197962152,0.4742579892151411,0.31887019619836254,1.0439088729526773,0.8780375842384895,0.9631627132096302,0.25908809920299924,0.16010607488494497
106,0.9751782694830374,0.7625104894035306,0.8434986981171302,0.4825232671686645,0.32808598625098995,1.049996049545259,0.8391419961235469,0.969147221392919,0.26668693158518897,0.1641737154625739
107,0.940464926230942,0.768479784383337,0.8805527805783259,0.4869538238093645,0.3324957526535349,1.062639522700364,0.8373293558149133,0.9431804592702493,0.26883324414522475,0.16581472820444063
108,0.9328196981699184,0.7646413214961207,0.8146677235465037,0.4947281713949091,0.34257943476279024,1.0333922978722934,0.8279877895687737,0.9242605718512296,0.2701139313920454,0.16997792644562926
109,0.919096872589526,0.7629034486711473,0.8631470592674928,0.49247635238870135,0.3441430036712919,1.0151982801684383,0.8398443601645977,0.9202029324073688,0.27404399462147566,0.17094882644538964
110,0.8828336192255349,0.7583375121944763,0.8328045002471209,0.5073792422402129,0.3462734702214004,1.0052019422451957,0.8556269632313581,0.8928590714454748,0.27977404133267364,0.17383829369312456
111,0.9027612240718702,0.7233944343005893,0.8202608022628269,0.5073856311221853,0.3551246448173933,0.9768822199672468,0.8551810011337723,0.912226662098939,0.2837886877113252,0.17579682855717296
112,0.8957458997067309,0.7099754281768791,0.8057410073456301,0.5223429635094495,0.36263074396717193,1.0044805725795993,0.8234855601693758,0.9080774424924666,0.2877623077095732,0.18066895782760822
113,0.9236120520159434,0.7449956451160586,0.8122339982734037,0.5140515127946719,0.3631178957340278,0.9811205580292842,0.8137596236822895,0.879882065336168,0.2909524305105903,0.1811267242603512
114,0.8757341670407154,0.7237768440030721,0.7981413371315325,0.531667989116819,0.36503354431212504,0.9707829685753633,0.771689991655614,0.8715689492960397,0.2950970444132755,0.18581826006691718
115,0.8752319057925301,0.7006428106519866,0.8078389304091782,0.5294265855439646,0.36307788530363805,1.0127342493930915,0.7831492951829201,0.8746968691023066,0.299585809861153,0.18735718898936252
116,0.8624078886992056,0.7283297742220239,0.7857089446469158,0.5305852252373797,0.36896767792320145,0.960809411861968,0.7721787736383616,0.8563777692041753,0.3033987251462951,0.18960174692882434
117,0.8377468585125506,0.7001025199566309,0.7790767411814689,0.5367829333048513,0.37742274217189753,0.9366823848013699,0.767509500785774,0.8542850398574562,0.30516703668207434,0.1920840634895355
118,0.8648943038955154,0.7094724242290238,0.7643132808897204,0.542913842478613,0.3805549096812006,0.9333333441419998,0.7672453067941564,0.8792477885152878,0.3112477612235222,0.19472347122010003
119,0.851630268193039,0.6863201408360468,0.7619751338030002,0.5519012659699102,0.38731775309604755,0.9488608901565703,0.7557479594933593,0.8366458871915474,0.3147341963815991,0.19503471256873164
120,0.8449383855628064,0.7098500119357453,0.760622876243219,0.5576096497203988,0.39318108477787234,0.9253725474862109,0.7263163525542012,0.8276978040768423,0.31988475787959975,0.19933424284308993
121,0.8122740290039089,0.6990055983592492,0.7236426373843662,0.5572907930817056,0.4001851699169795,0.8942701874784911,0.7605138171159785,0.8162017137413026,0.3268337193222491,0.2031267054747262
122,0.8399170023752234,0.6627812395200979,0.7224726133976472,0.5651488003224029,0.401815295426872,0.9219330612027332,0.7266042493431358,0.830037967283681,0.32836888039713935,0.2049183902795907
123,0.7909239255390894,0.6750312943101672,0.7473536721737534,0.5810394084739403,0.409222169284767,0.89055000127423,0.7397934137250799,0.809233328882702,0.3318538729829851,0.20626478310663446
124,0.8139455853320715,0.6641805270532112,0.7323842899391698,0.5839682727368345,0.41172328126190133,0.9212243264050557,0.7609325484135003,0.795402133350246,0.33726730209226297,0.21033681481841668
125,0.8313031430083432,0.6691699934065296,0.7207836642870787,0.582458575877503,0.40612280175567944,0.9020013710401501,0.7097526454585725,0.8182658691052886,0.34101739720364893,0.214828735827775
126,0.7770025255325819,0.6284041471996478,0.7176457937549265,0.5853562297927805,0.41588927597664327,0.8718876704505555,0.6794149719177507,0.8131546154772468,0.34515412942372425,0.21712269047215663
127,0.7768892189319991,0.6475014961665122,0.7165109301517132,0.5905975020591668,0.4244365585760095,0.8907286507591962,0.7070071412430864,0.7763773313899601,0.3495493243068165,0.2185803022263421
128,0.7805086233204865,0.6475134885413941,0.6972290918367706,0.5978370403192448,0.42366344119295446,0.865564234206224,0.7218398815663897,0.7510157535737627,0.3552155566252275,0.22237517281058922
129,0.7651971700634473,0.5997745494694448,0.6877779024394561,0.5943677281105363,0.43724902189199294,0.8704861573340728,0.7288276851337998,0.7878620102227442,0.35625174403270415,0.22385310378086137
130,0.7433283493106088,0.603015885489539,0.6966142108045283,0.6028464167229286,0.4464218311997563,0.8582269462338242,0.6752332880612769,0.7563188533902008,0.36208593657664323,0.22532564619791987
131,0.7615575737408504,0.5848745053125134,0.6733204668846119,0.6003806565141112,0.449360533714279,0.8316333851487806,0.6954465468973852,0.7723885131062016,0.3649206146500684,0.2289285180803526
132,0.7386355510535769,0.6062077408978664,0.6885332664227186,0.6152480076788257,0.44667684316801093,0.8281578067834066,0.6754298182353008,0.725018549493791,0.3706411806444842,0.23425242810249763
133,0.7558134648359484,0.6158840149163073,0.6513764756643265,0.6209536601762163,0.45965246914299557,0.8468505136129274,0.6753260044133321,0.7620985384509102,0.3734085924118785,0.23526471055166917
134,0.7291545524938745,0.6226130322878992,0.6869491308168048,0.619704511132405,0.4573731932268057,0.8200754656514755,0.7111769464621757,0.7247783370681699,0.3781534166139509,0.2381566036986319
135,0.760526534673229,0.5962292504795168,0.6732866359217886,0.6343296807908838,0.45935049644619524,0.8128425590178951,0.6436531187596657,0.7482389803839637,0.38252004459974653,0.24097305494336838
136,0.7199540121718456,0.6146691932958473,0.6648118318492917,0.6246063922280557,0.4623488813462513,0.7984731114501072,0.6647774807570022,0.7319169075744357,0.3880351010694567,0.24606104955754685
137,0.7213893235754867,0.5647411936555269,0.6705718456828438,0.627624681369354,0.46825628757098126,0.8131573803948398,0.6628468785001426,0.7119111550276221,0.3922206397460544,0.24867749063524708
138,0.7330310581735171,0.5551740258335232,0.6757586478353499,0.6402157641122468,0.47215217205202015,0.8318438268184603,0.6670633260425015,0.7147227552190704,0.3942970735925231,0.25217500613608884
139,0.697062509796019,0.575251574741263,0.6610206833588922,0.6484113714244851,0.4792401737958557,0.7790929940670763,0.6472748796856836,0.7258202513968789,0.399834991324996,0.2527114191192785
140,0.7137221961851581,0.5772824917544237,0.6133027901232405,0.6556131882268343,0.48345558574473835,0.7897651793755089,0.6455366616857767,0.7118987139628247,0.40330336333685324,0.2560893329774209
141,0.7247884604039952,0.5665432329821275,0.6169138321456134,0.6488520186840057,0.4869011593298562,0.8049753760856551,0.630232758135322,0.7139475137968461,0.4069819074565072,0.25720877037194795
142,0.6760248670459856,0.5316083446182553,0.6220062671761936,0.6604279345733115,0.49327146142230893,0.7770803492798812,0.6354154499603054,0.7297837243321363,0.4122444164775728,0.26314196004075074
143,0.6979457932679358,0.5569424491235154,0.6271191333062417,0.6586653111304487,0.5012075436999439,0.7796346390890052,0.6215798834206181,0.6717126612142855,0.41636649899451245,0.26344420885091746
144,0.6941956924398465,0.5344432267027822,0.6299187451752744,0.6617533561062641,0.504135432904025,0.7515769335907406,0.6314774382160783,0.7145556391506495,0.42330675603568513,0.26778251294015587
145,0.6972265987862921,0.5598569369783788,0.6067693950304782,0.670728879972291,0.4960614739426734,0.7686894173905251,0.6121113971871257,0.6870645947724806,0.42550855734956716,0.26942840078187397
146,0.6622261074145707,0.5511817957594768,0.6160330965400392,0.6732019106703665,0.4947787910108775,0.754296363609962,0.6188881009814159,0.6672986073528949,0.4278830381382131,0.2729024452569614
147,0.6563326276017214,0.5275238454033271,0.5975500155128116,0.665623904978592,0.5162457766804225,0.7668135026829948,0.6084418172928369,0.6561847724119008,0.4328694499906422,0.2756247226981803
148,0.6794044161883092,0.5299203773559983,0.595429069865173,0.6843902592085852,0.5087281645792574,0.7648462671685321,0.6214925906716348,0.6687384868424002,0.43861670707286626,0.2788292646093464
149,0.6715413180361869,0.5178125266171436,0.57929372223886,0.6873461385189115,0.518389002453188,0.7809693664371264,0.599622732837756,0.6809112996165559,0.4438314309220842,0.28187706747281455
150,0.6664293883516643,0.5288978096878191,0.5824064971800328,0.6806927752769669,0.5175737531925962,0.7459919927818494,0.5696595088485932,0.6607587587908131,0.4442902798049533,0.28485027802623947
151,0.6635271325299467,0.540366243021574,0.5719094897165286,0.6891116842842674,0.5182864866324746,0.7374358300163018,0.6111135813114834,0.6809977333412022,0.448114283990149,0.28921695185921664
